path_label_1,path_label_2,path_length,path_coordinate,k_1,k_2,k_3,frequency_1,frequency_2,frequency_3,frequency_4,frequency_5,frequency_6
G,Z,0.0211579066776737,0.75,0.375,-0.375,0,0.109798749477595,0.127806923284734,0.144642674469983,0.172823963785301,0.199089140096744,0.233252547163093
G,Z,0.0211579066776737,0.76,0.38,-0.38,0,0.110823673756289,0.128975534660349,0.14560401550773,0.17247658277128,0.198617136908991,0.233038571406097
G,Z,0.0211579066776737,0.77,0.385,-0.385,0,0.111825506709975,0.130112257921285,0.14653560360675,0.172121713617114,0.198141852800837,0.23283643643237
G,Z,0.0211579066776737,0.78,0.39,-0.39,0,0.112803169150919,0.131215678740712,0.147437731878122,0.171760092292149,0.197664660492324,0.232645851507157
G,Z,0.0211579066776737,0.79,0.395,-0.395,0,0.113755499399214,0.132284324062894,0.14831070958348,0.171392530342891,0.197187012394394,0.232466515032919
G,Z,0.0211579066776737,0.8,0.4,-0.4,0,0.114681248556874,0.133316667000802,0.149154853582314,0.171019914994005,0.196710444864417,0.232298118272391
G,Z,0.0211579066776737,0.81,0.405,-0.405,0,0.115579076287595,0.134311134091825,0.149970477203735,0.170643208795693,0.196236582896869,0.232140348795333
G,Z,0.0211579066776737,0.82,0.41,-0.41,0,0.116447547375635,0.13526611521038,0.150757876079373,0.170263449007916,0.195767144960057,0.231992893640915
G,Z,0.0211579066776737,0.83,0.415,-0.415,0,0.117285129400698,0.136179976348842,0.151517310418636,0.169881747088816,0.195303947583155,0.23185544219674
G,Z,0.0211579066776737,0.84,0.42,-0.42,0,0.118090191934189,0.137051075336428,0.15224898312457,0.16949928892365,0.194848909178034,0.231727688802665
G,Z,0.0211579066776737,0.85,0.425,-0.425,0,0.118861007731794,0.137877780364812,0.152953013006768,0.169117336828899,0.194404052449825,0.231609335092821
G,Z,0.0211579066776737,0.86,0.43,-0.43,0,0.119595756461911,0.138658490931631,0.153629402096728,0.168737234942246,0.193971504614674,0.231500092092727
G,Z,0.0211579066776737,0.87,0.435,-0.435,0,0.120292531560011,0.139391660512216,0.154277995637607,0.168360420421077,0.193553494512889,0.231399682090394
G,Z,0.0211579066776737,0.88,0.44,-0.44,0,0.120949350823255,0.14007581995263,0.154898432610995,0.167988443982418,0.193152345597046,0.231307840300969
G,Z,0.0211579066776737,0.89,0.445,-0.445,0,0.121564171342384,0.140709600283905,0.15549008358232,0.167623004772515,0.192770463711049,0.231224316344183
G,Z,0.0211579066776737,0.9,0.45,-0.45,0,0.122134909291499,0.141291753439943,0.156051971149762,0.167266006333733,0.192410318588258,0.231148875552761
G,Z,0.0211579066776737,0.91,0.455,-0.455,0,0.122659464943165,0.141821169275778,0.156582666510202,0.166919642324028,0.192074418121115,0.231081300128327
G,Z,0.0211579066776737,0.92,0.46,-0.46,0,0.123135753031599,0.14229688737923,0.157080154238953,0.166586521937219,0.191765274728566,0.231021390159428
G,Z,0.0211579066776737,0.93,0.465,-0.465,0,0.123561738243795,0.142718102480322,0.157541658069154,0.166269843862586,0.191485363601772,0.230968964514198
G,Z,0.0211579066776737,0.94,0.47,-0.47,0,0.123935475183825,0.143084162792363,0.157963427302096,0.165973620037382,0.191237073255177,0.230923861618119
G,Z,0.0211579066776737,0.95,0.475,-0.475,0,0.12425515165442,0.143394561331562,0.15834050448816,0.165702928408668,0.191022649628738,0.23088594012536
G,Z,0.0211579066776737,0.96,0.48,-0.48,0,0.124519133579389,0.143648921082424,0.158666542622782,0.16546412509195,0.190844135913204,0.230855079490365
G,Z,0.0211579066776737,0.97,0.485,-0.485,0,0.124726009418313,0.143846975691572,0.15893382379899,0.165264861356561,0.190703311188834,0.230831180444822
G,Z,0.0211579066776737,0.98,0.49,-0.49,0,0.124874631582178,0.143988548049018,0.159133728085458,0.165113652953738,0.190601631722119,0.230814165383786
